0.92
0.9796
1.0429
1.0959
1.1532
1.2025
1.2504
1.2987
1.3447
1.3943
1.4359
1.4719
1.5042
1.5435
1.5751
1.6054
1.6344
1.664
1.6937
1.721
1.748
1.7713
1.7976
1.8222
1.8492
1.8725
1.8942
1.9175
1.9428
1.9658
1.9894
2.0107
2.0384
2.0584
2.0833
2.1003
2.1253
2.1466
2.1673
2.1873
2.2073
2.2312
2.2519
2.2732
2.2932
2.3098
2.3325
2.3521
2.3738
2.3911
2.4081
